114.87443811690083	0.12	
121.25620879844139	6.120000000000001	
132.7681498297739	12.120000000000006	
145.5566267298206	18.120000000000005	
157.49363531349445	24.119999999999997	
168.01314964974384	30.12000000000001	
176.86579643925438	36.120000000000005	
-176.86579643925438	36.120000000000005	
-168.01314964974384	30.12000000000001	
-157.49363531349445	24.119999999999997	
-145.5566267298206	18.120000000000005	
-132.7681498297739	12.120000000000006	
-121.25620879844139	6.120000000000001	
-114.87443811690083	0.12	
